"barcode","vendor","title","price"
"3813450","Wells Fargo","Commercial Cards","758219.03"
"4031908","Bank of Montreal","Check Disbursements","402128.69"
"1756634","Wells Fargo","Order-to-Pay","320074.29"
"116426","HSBC Holdings","Cross-Currency Payment Services","4914786.06"
"815128","Toronto-Dominion Bank","Order-to-Pay","993462.98"
"1763819","State Street Corp.","Electronic Payables","3992335.35"
"4289389","Toronto-Dominion Bank","Automated Clearing House (ACH)","1582840.24"
"2284653","BB&T Corporation","Self-Serve Inquiry and Resolution Management","1288516.67"
"2149914","Capital One Financial","Debit Cards","4019871.32"
"3744116","HSBC Holdings","Cross-Currency Payment Services","4113543.18"
"1283199","Bank of New York Mellon","Commercial Cards","2656503.31"
"4442155","PNC Financial Services Group","Debit Cards","1281869.63"
"1226371","HSBC Holdings","Payments Fraud Prevention","4082009.97"
"3839055","Royal Bank of Scotland","Healthcare Link for Payers","893779.38"
"3974346","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","4344331.54"
"3896669","Regions Financial","Commercial Cards","3003492.67"
"2316014","BB&T Corporation","Commercial Cards","2667985.50"
"3809997","Toronto-Dominion Bank","Cross-Currency Payment Services","1763518.61"
"554912","Fifth Third Bancorp","Debit Cards","2448132.97"
"4185538","State Street Corp.","Healthcare Link for Payers","400378.89"
"2275100","Bank of Montreal","Payments Fraud Prevention","664020.13"
"1047011","Citigroup","Payments Fraud Prevention","2228994.26"
"4024712","Wells Fargo","Order-to-Pay","279228.13"
"3036680","ING Group","Debit Cards","3299958.88"
"899416","KeyCorp","Commercial Cards","104291.59"
"1986075","Wells Fargo","Healthcare Link for Payers","2813982.85"
"2657656","U.S. Bancorp","Electronic Payables","2245294.10"
"991923","SunTrust Bank","Reference Accounts","636893.05"
"1333874","State Street Corp.","Order-to-Pay","676356.20"
"1640824","Capital One Financial","Payments Fraud Prevention","747924.97"
"2027812","HSBC Holdings","Reference Accounts","1899180.07"
"379560","ING Group","Electronic Payables","4360122.70"
"1304141","SunTrust Bank","Healthcare Link for Payers","506227.06"
"2693859","ING Group","Debit Cards","109311.11"
"4331446","Bank of America ","U.S. Dollar Clearing - Asia Direct","1965714.38"
"2699326","Toronto-Dominion Bank","Debit Cards","1722467.00"
"3556551","Capital One Financial","Check Disbursements","3440661.97"
"4136778","Regions Financial","Self-Serve Inquiry and Resolution Management","4328872.47"
"2522788","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","1825431.30"
"4740328","Citigroup","Cross-Currency Payment Services","4610076.89"
"4256344","Toronto-Dominion Bank","Order-to-Pay","2696962.76"
"2851252","Northern Trust","Healthcare Link for Payers","2737764.31"
"2776880","Bank of America ","Healthcare Link for Payers","1244531.10"
"3497656","JP Morgan Chase & Co.","Reference Accounts","990091.31"
"3977551","Northern Trust","Check Disbursements","2046.75"
"537794","Citigroup","Cross-Currency Payment Services","1925145.42"
"4003650","Northern Trust","Check Disbursements","2209928.23"
"3504465","Regions Financial","Self-Serve Inquiry and Resolution Management","3685841.74"
"1577184","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","1125941.58"
"2917807","HSBC Holdings","Payments Fraud Prevention","1493369.36"
"2571897","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","3362430.58"
"2074263","PNC Financial Services Group","Debit Cards","4384252.53"
"1308029","U.S. Bancorp","Self-Serve Inquiry and Resolution Management","773172.21"
"981240","HSBC Holdings","Cross-Currency Payment Services","2308317.99"
"3826692","Royal Bank of Scotland","Order-to-Pay","472918.11"
"4516073","Bank of America ","Self-Serve Inquiry and Resolution Management","1483784.77"
"4821843","Bank of Montreal","Commercial Cards","1285331.99"
"3391366","Wells Fargo","Commercial Cards","3408062.26"
"201320","Capital One Financial","Self-Serve Inquiry and Resolution Management","4574730.11"
"2690901","Fifth Third Bancorp","Order-to-Pay","183553.39"
"3797663","Bank of America ","Check Disbursements","2501528.37"
"2150277","ING Group","Payments Fraud Prevention","1383006.75"
"4192643","U.S. Bancorp","Automated Clearing House (ACH)","344114.88"
"811842","Citigroup","Cross-Currency Payment Services","591116.11"
"1193292","Capital One Financial","Automated Clearing House (ACH)","4934315.72"
"3719754","PNC Financial Services Group","Cross-Currency Payment Services","4759577.20"
"2229586","Royal Bank of Scotland","Check Disbursements","3840109.94"
"4746751","ING Group","Reference Accounts","3899234.46"
"4317408","Northern Trust","Debit Cards","4567835.99"
"4838256","Bank of America ","Debit Cards","2140569.13"
"4801549","Bank of America ","U.S. Dollar Clearing - Asia Direct","1229764.15"
"539506","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4135665.19"
"4348454","Citigroup","Commercial Cards","1214162.67"
"2289674","Citigroup","Debit Cards","3525889.20"
"3963370","Fifth Third Bancorp","Automated Clearing House (ACH)","4380104.83"
"1054575","SunTrust Bank","Payments Fraud Prevention","3982306.86"
"107538","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","4358474.30"
"1718416","U.S. Bancorp","Check Disbursements","3243897.44"
"4216100","State Street Corp.","Debit Cards","639864.94"
"4818450","HSBC Holdings","Automated Clearing House (ACH)","1979670.51"
"1510772","PNC Financial Services Group","Automated Clearing House (ACH)","4581932.22"
"413603","Regions Financial","Commercial Cards","4749469.20"
"4208829","Northern Trust","Order-to-Pay","2242719.86"
"1705781","Regions Financial","Check Disbursements","3982455.18"
"2268741","KeyCorp","Commercial Cards","2795550.37"
"2725486","Royal Bank of Scotland","Electronic Payables","4735991.40"
"3491365","Citigroup","Self-Serve Inquiry and Resolution Management","267201.37"
"2376760","Wells Fargo","Order-to-Pay","3481551.40"
"3305582","HSBC Holdings","Healthcare Link for Payers","2296520.61"
"4241405","State Street Corp.","Check Disbursements","3614020.85"
"4017100","Bank of Montreal","Reference Accounts","3428839.00"
"3315904","Capital One Financial","Reference Accounts","599448.76"
"3498849","Fifth Third Bancorp","Cross-Currency Payment Services","250091.11"
"1282513","Fifth Third Bancorp","Check Disbursements","4289761.05"
"4197543","State Street Corp.","Commercial Cards","699734.64"
"366922","Bank of America ","Order-to-Pay","2826097.67"
"2569068","JP Morgan Chase & Co.","Healthcare Link for Payers","1420776.21"
"2727145","Bank of New York Mellon","Automated Clearing House (ACH)","2750344.38"
"150656","Royal Bank of Scotland","Order-to-Pay","2026929.50"
"3205675","ING Group","Payments Fraud Prevention","4875545.19"
"1240029","PNC Financial Services Group","Debit Cards","1809843.42"
"2147164","Capital One Financial","Order-to-Pay","2965911.18"
"2857335","HSBC Holdings","Commercial Cards","1688758.86"
"1105255","HSBC Holdings","Commercial Cards","2184190.09"
"850376","Bank of America ","Healthcare Link for Payers","3346141.73"
"637845","Bank of Montreal","Electronic Payables","4968650.90"
"1444990","Bank of Montreal","Debit Cards","375424.37"
"2454354","State Street Corp.","Self-Serve Inquiry and Resolution Management","2470730.89"
"228105","HSBC Holdings","Order-to-Pay","2920784.69"
"4120649","HSBC Holdings","Self-Serve Inquiry and Resolution Management","1062897.24"
"4095389","SunTrust Bank","Commercial Cards","3715474.29"
"2255876","Royal Bank of Scotland","Automated Clearing House (ACH)","1056766.73"
"3110780","Capital One Financial","U.S. Dollar Clearing - Asia Direct","3115491.28"
"4682768","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","2172703.06"
"1248993","KeyCorp","Healthcare Link for Payers","4023092.18"
"4249501","Bank of New York Mellon","Check Disbursements","1296436.07"
"4503380","Fifth Third Bancorp","Debit Cards","3416959.94"
"4787066","Regions Financial","Healthcare Link for Payers","4457957.89"
"4851485","Bank of America ","Automated Clearing House (ACH)","603840.16"
"518893","ING Group","U.S. Dollar Clearing - Asia Direct","3794816.04"
"2927510","Fifth Third Bancorp","Commercial Cards","2690478.70"
"4796277","Wells Fargo","Electronic Payables","244067.22"
"444899","ING Group","Commercial Cards","4839772.71"
"4121122","State Street Corp.","Order-to-Pay","2776205.84"
"3758795","U.S. Bancorp","Commercial Cards","1819866.98"
"1091191","Royal Bank of Scotland","Automated Clearing House (ACH)","2484450.35"
"2612483","U.S. Bancorp","Cross-Currency Payment Services","1814172.90"
"1177265","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","3837150.74"
"1874687","Toronto-Dominion Bank","Debit Cards","4002938.99"
"1240402","Capital One Financial","Healthcare Link for Payers","1462261.12"
"645591","HSBC Holdings","Order-to-Pay","4914701.48"
"1731430","BB&T Corporation","Debit Cards","2514396.07"
"3411631","ING Group","Order-to-Pay","819046.29"
"811851","Wells Fargo","Healthcare Link for Payers","2742381.65"
"704999","JP Morgan Chase & Co.","Order-to-Pay","910571.02"
"4685713","Wells Fargo","Check Disbursements","4900326.13"
"2680294","PNC Financial Services Group","Automated Clearing House (ACH)","570587.15"
"41764","State Street Corp.","Debit Cards","2806646.54"
"3455720","Capital One Financial","Automated Clearing House (ACH)","728151.46"
"2349628","Wells Fargo","Self-Serve Inquiry and Resolution Management","4976990.29"
"4076133","HSBC Holdings","Debit Cards","679550.33"
"855440","State Street Corp.","Healthcare Link for Payers","2152387.33"
"391905","Toronto-Dominion Bank","Automated Clearing House (ACH)","2028071.41"
"3337868","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","2145655.80"
"389160","KeyCorp","Healthcare Link for Payers","1933734.13"
"3671787","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","353360.24"
"2183950","KeyCorp","Debit Cards","1859673.84"
"2992557","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","4039079.67"
"1136267","ING Group","Cross-Currency Payment Services","4647712.33"
"1320152","Citigroup","Cross-Currency Payment Services","1965488.26"
"1782148","Citigroup","Payments Fraud Prevention","4498805.31"
"1991471","PNC Financial Services Group","Payments Fraud Prevention","1736986.26"
"4555803","Regions Financial","Automated Clearing House (ACH)","1347135.26"
"2293786","SunTrust Bank","Commercial Cards","714470.08"
"1803683","Royal Bank of Scotland","Electronic Payables","970976.80"
"1116499","Citigroup","Electronic Payables","1010745.42"
"1171452","Bank of New York Mellon","Electronic Payables","1157301.06"
"1974052","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","4591672.70"
"690006","Bank of New York Mellon","Electronic Payables","4488994.91"
"3339186","U.S. Bancorp","Order-to-Pay","358140.93"
"2998395","ING Group","Order-to-Pay","3341912.31"
"1438705","Toronto-Dominion Bank","Automated Clearing House (ACH)","4193061.24"
"467145","Citigroup","U.S. Dollar Clearing - Asia Direct","3023040.79"
"1112310","Regions Financial","Reference Accounts","2196252.66"
"3238702","Royal Bank of Scotland","Reference Accounts","3613610.08"
"4185263","Fifth Third Bancorp","Healthcare Link for Payers","2631460.50"
"359229","Royal Bank of Scotland","Debit Cards","758687.45"
"1647232","Fifth Third Bancorp","Payments Fraud Prevention","4423302.53"
"1667945","U.S. Bancorp","Automated Clearing House (ACH)","539469.04"
"2638497","Wells Fargo","Check Disbursements","3825780.92"
"2932674","State Street Corp.","Order-to-Pay","110089.21"
"1898981","Wells Fargo","Payments Fraud Prevention","1351269.63"
"1903822","Regions Financial","Automated Clearing House (ACH)","132003.71"
"4945371","KeyCorp","Electronic Payables","930306.67"
"2535803","State Street Corp.","Check Disbursements","2077300.41"
"146456","U.S. Bancorp","Healthcare Link for Payers","4228952.73"
"3331972","Capital One Financial","Commercial Cards","4646918.98"
"3016703","Toronto-Dominion Bank","Commercial Cards","1226992.20"
"1707987","ING Group","Order-to-Pay","295798.28"
"3054745","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","2081521.78"
"3956635","Bank of New York Mellon","Reference Accounts","130424.01"
"3676186","KeyCorp","Check Disbursements","1454295.95"
"1082151","Regions Financial","U.S. Dollar Clearing - Asia Direct","1755659.74"
"1123632","State Street Corp.","Payments Fraud Prevention","1975335.71"
"2223641","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","3135854.30"
"2822770","Capital One Financial","Healthcare Link for Payers","1209615.34"
"2741707","Regions Financial","Self-Serve Inquiry and Resolution Management","4905430.32"
"4113969","BB&T Corporation","Check Disbursements","981141.33"
"1866472","SunTrust Bank","Check Disbursements","2049509.73"
"3393772","JP Morgan Chase & Co.","Automated Clearing House (ACH)","2252338.28"
"1089387","Toronto-Dominion Bank","Cross-Currency Payment Services","3909545.31"
"2132254","Fifth Third Bancorp","Order-to-Pay","4031300.19"
"537835","ING Group","Payments Fraud Prevention","2272206.18"
"324756","Fifth Third Bancorp","Order-to-Pay","1101995.28"
"1774632","Northern Trust","Order-to-Pay","4933049.43"
"2582488","HSBC Holdings","Check Disbursements","4079421.68"
"3874880","SunTrust Bank","Healthcare Link for Payers","3785259.37"
"1525530","JP Morgan Chase & Co.","Cross-Currency Payment Services","541680.65"
"4416862","SunTrust Bank","Self-Serve Inquiry and Resolution Management","2830203.90"
"820902","Fifth Third Bancorp","Order-to-Pay","227014.85"
"2145615","Capital One Financial","Order-to-Pay","3052749.43"
"464935","Fifth Third Bancorp","Check Disbursements","1532378.34"
"951434","Wells Fargo","Commercial Cards","2717243.00"
"1994432","PNC Financial Services Group","Reference Accounts","4372980.07"
"2066271","ING Group","Cross-Currency Payment Services","2255340.05"
"1016892","Capital One Financial","Electronic Payables","2741229.51"
"78751","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","1025113.47"
"4870267","ING Group","Electronic Payables","1552707.95"
"2478127","BB&T Corporation","Healthcare Link for Payers","812987.85"
"3306419","BB&T Corporation","Check Disbursements","194310.44"
"3155220","Fifth Third Bancorp","Commercial Cards","2754727.17"
"1754767","SunTrust Bank","Electronic Payables","763990.25"
"2670229","Royal Bank of Scotland","Healthcare Link for Payers","121712.41"
"3074679","Wells Fargo","Payments Fraud Prevention","4139944.91"
"975824","Toronto-Dominion Bank","Healthcare Link for Payers","3297696.75"
"1682256","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","734435.43"
"744028","HSBC Holdings","Commercial Cards","777364.89"
"3406582","KeyCorp","Order-to-Pay","1038442.82"
"3420123","HSBC Holdings","Check Disbursements","982758.25"
"4932619","PNC Financial Services Group","Debit Cards","1389093.52"
"3066054","BB&T Corporation","Reference Accounts","1354816.43"
"3145547","Citigroup","Commercial Cards","1536906.91"
"4593458","Regions Financial","Reference Accounts","4402622.64"
"3229016","Bank of Montreal","Reference Accounts","3034847.25"
"1135909","Northern Trust","U.S. Dollar Clearing - Asia Direct","474768.91"
"3873861","Wells Fargo","Payments Fraud Prevention","2831892.79"
"2361495","HSBC Holdings","Order-to-Pay","921425.16"
"3730713","JP Morgan Chase & Co.","Cross-Currency Payment Services","2311758.30"
"4927041","Capital One Financial","Check Disbursements","3630065.35"
"3656458","Capital One Financial","Debit Cards","3497762.50"
"987922","JP Morgan Chase & Co.","Self-Serve Inquiry and Resolution Management","4254173.00"
"982942","State Street Corp.","Cross-Currency Payment Services","641489.86"
"3270748","Wells Fargo","Order-to-Pay","4742253.34"
"822243","Wells Fargo","Self-Serve Inquiry and Resolution Management","4478318.67"
"2883146","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","2073910.21"
"1465134","Bank of America ","Check Disbursements","1277403.20"
"584305","PNC Financial Services Group","Payments Fraud Prevention","1295945.37"
"812271","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","2421403.64"
"3676105","Toronto-Dominion Bank","Debit Cards","3567196.89"
"3325785","Capital One Financial","Order-to-Pay","3628539.29"
"4976904","Bank of Montreal","Automated Clearing House (ACH)","1557476.58"
"2710630","Capital One Financial","Electronic Payables","3479026.04"
"1379451","BB&T Corporation","Self-Serve Inquiry and Resolution Management","911009.28"
"845507","PNC Financial Services Group","Cross-Currency Payment Services","2634510.61"
"2620122","BB&T Corporation","Debit Cards","2756411.50"
"3075080","Wells Fargo","Reference Accounts","3667443.33"
"3289466","State Street Corp.","Check Disbursements","3897613.50"
"1056493","Bank of New York Mellon","Debit Cards","4416698.69"
"2829863","Capital One Financial","Check Disbursements","4295155.88"
"4663427","U.S. Bancorp","Reference Accounts","2823829.45"
"3057903","Royal Bank of Scotland","Automated Clearing House (ACH)","4774871.01"
"624533","SunTrust Bank","Reference Accounts","4763198.89"
"2086914","HSBC Holdings","Reference Accounts","919795.91"
"69586","Capital One Financial","Debit Cards","2021860.42"
"3467363","KeyCorp","Payments Fraud Prevention","4245608.31"
"2474081","SunTrust Bank","Check Disbursements","2349702.68"
"1906647","Regions Financial","Reference Accounts","3851585.45"
"3792265","SunTrust Bank","Cross-Currency Payment Services","3675311.32"
"3161192","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","494160.45"
"110428","Bank of Montreal","Cross-Currency Payment Services","655794.92"
"3928471","Bank of Montreal","Commercial Cards","4590037.87"
"1759612","State Street Corp.","Electronic Payables","2154463.07"
"610003","ING Group","U.S. Dollar Clearing - Asia Direct","4822465.43"
"3514652","Toronto-Dominion Bank","Cross-Currency Payment Services","1524594.80"
"156886","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","1033206.05"
"585545","U.S. Bancorp","Reference Accounts","886824.79"
"3202438","KeyCorp","Automated Clearing House (ACH)","3287340.05"
"1653827","Royal Bank of Scotland","Debit Cards","392580.57"
"767004","Wells Fargo","U.S. Dollar Clearing - Asia Direct","4778832.42"
"1884320","Regions Financial","Electronic Payables","3965511.26"
"4204676","Wells Fargo","Reference Accounts","1732869.42"
"792032","Bank of Montreal","Check Disbursements","1636185.82"
"2844425","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","3780308.35"
"2486935","Citigroup","Commercial Cards","783097.45"
"178371","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","1357458.30"
"696756","Royal Bank of Scotland","Commercial Cards","4186197.14"
"4064073","Regions Financial","Debit Cards","4991312.86"
"579447","Wells Fargo","Payments Fraud Prevention","3484930.42"
"1446545","BB&T Corporation","Debit Cards","913836.27"
"2334090","HSBC Holdings","Reference Accounts","3843966.77"
"957420","Northern Trust","Self-Serve Inquiry and Resolution Management","460905.63"
"4545874","Capital One Financial","Cross-Currency Payment Services","757595.95"
"3948789","Royal Bank of Scotland","Order-to-Pay","1365375.04"
"2922437","Bank of Montreal","Self-Serve Inquiry and Resolution Management","4772937.61"
"2278914","Northern Trust","Self-Serve Inquiry and Resolution Management","2658576.27"
"4526175","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","615688.15"
"2547370","State Street Corp.","U.S. Dollar Clearing - Asia Direct","4340737.45"
"371569","HSBC Holdings","Automated Clearing House (ACH)","2266874.09"
"2887939","State Street Corp.","Debit Cards","2512892.00"
"794014","HSBC Holdings","Automated Clearing House (ACH)","3594546.06"
"3761895","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","3883109.39"
"788770","PNC Financial Services Group","Commercial Cards","3999740.01"
"1791234","Wells Fargo","Commercial Cards","1093915.21"
"1663761","Northern Trust","Electronic Payables","1568922.91"
"347255","JP Morgan Chase & Co.","Order-to-Pay","2060494.79"
"3759766","SunTrust Bank","Self-Serve Inquiry and Resolution Management","4669995.35"
"2159108","Bank of America ","Healthcare Link for Payers","909077.75"
"2589798","Capital One Financial","U.S. Dollar Clearing - Asia Direct","1974707.27"
"1882255","Toronto-Dominion Bank","Order-to-Pay","4485449.78"
"2177594","HSBC Holdings","Electronic Payables","2546721.66"
"4112370","HSBC Holdings","Self-Serve Inquiry and Resolution Management","3768720.25"
"3005928","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","1026050.82"
"126539","BB&T Corporation","Debit Cards","1033624.12"
"770278","Bank of Montreal","Check Disbursements","4980593.96"
"3063695","State Street Corp.","Order-to-Pay","1860049.55"
"1132288","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","4339619.32"
"1387751","Fifth Third Bancorp","Debit Cards","2417425.23"
"1595665","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","1637704.05"
"1145346","Regions Financial","Order-to-Pay","1529470.33"
"550432","State Street Corp.","Healthcare Link for Payers","2106835.66"
"1127478","KeyCorp","Check Disbursements","1319550.07"
"462852","ING Group","Payments Fraud Prevention","1496948.35"
"368152","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","4145324.35"
"698940","Bank of America ","Automated Clearing House (ACH)","2127799.53"
"3277088","PNC Financial Services Group","Automated Clearing House (ACH)","496458.57"
"1065210","Wells Fargo","Check Disbursements","1035223.43"
"2986103","Wells Fargo","Check Disbursements","4665496.92"
"4971727","State Street Corp.","Debit Cards","4304534.06"
"2448224","BB&T Corporation","Healthcare Link for Payers","2415902.96"
"3099640","Royal Bank of Scotland","Electronic Payables","4702494.23"
"1226393","State Street Corp.","Order-to-Pay","492865.22"
"2575750","Regions Financial","Reference Accounts","2960003.02"
"2607612","Bank of Montreal","Electronic Payables","2344173.96"
"4976487","Northern Trust","Debit Cards","2156343.54"
"1400506","SunTrust Bank","Electronic Payables","2474113.67"
"3550698","Royal Bank of Scotland","Cross-Currency Payment Services","215540.06"
"3135166","Regions Financial","Reference Accounts","4190082.09"
"1632045","KeyCorp","Commercial Cards","1499960.84"
"812977","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","3410463.73"
"1145867","KeyCorp","Check Disbursements","4283634.32"
"3395001","Wells Fargo","Electronic Payables","2150685.68"
"3234992","JP Morgan Chase & Co.","Debit Cards","2810204.72"
"247231","Citigroup","Payments Fraud Prevention","1486964.77"
"3354380","SunTrust Bank","Reference Accounts","1745780.34"
"4139634","Bank of America ","Healthcare Link for Payers","972926.97"
"272095","Northern Trust","U.S. Dollar Clearing - Asia Direct","2327894.97"
"4015806","BB&T Corporation","Payments Fraud Prevention","3693230.68"
"3319863","U.S. Bancorp","Check Disbursements","924132.29"
"4432816","Toronto-Dominion Bank","Debit Cards","1030655.18"
"2427998","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","2035048.43"
"193179","Northern Trust","Electronic Payables","4407904.84"
"3257046","BB&T Corporation","Cross-Currency Payment Services","1559512.03"
"983526","PNC Financial Services Group","Healthcare Link for Payers","1234509.95"
"4669725","PNC Financial Services Group","Automated Clearing House (ACH)","1643763.79"
"3713614","Capital One Financial","U.S. Dollar Clearing - Asia Direct","589815.03"
"3376071","Fifth Third Bancorp","Self-Serve Inquiry and Resolution Management","4685281.73"
"195765","Royal Bank of Scotland","Payments Fraud Prevention","4547866.87"
"716056","SunTrust Bank","Check Disbursements","4740411.77"
"1910071","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","4323539.96"
"65391","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","2954009.59"
"3240475","Northern Trust","Payments Fraud Prevention","2104089.94"
"3562116","Bank of New York Mellon","Automated Clearing House (ACH)","1942028.17"
"4113736","Bank of Montreal","Payments Fraud Prevention","2176851.53"
"1539423","State Street Corp.","Order-to-Pay","2514168.21"
"2410387","Capital One Financial","Electronic Payables","3969133.57"
"4092349","JP Morgan Chase & Co.","Electronic Payables","2487044.40"
"2854930","Citigroup","Commercial Cards","2069673.58"
"1917706","JP Morgan Chase & Co.","Electronic Payables","4984178.61"
"1132827","U.S. Bancorp","Check Disbursements","1804014.83"
"739168","Wells Fargo","U.S. Dollar Clearing - Asia Direct","3904634.55"
"37724","Wells Fargo","Cross-Currency Payment Services","274814.59"
"4948057","Toronto-Dominion Bank","Automated Clearing House (ACH)","2554561.82"
"2640280","Toronto-Dominion Bank","Reference Accounts","385063.30"
"2828206","Citigroup","Payments Fraud Prevention","2332645.61"
"3380003","U.S. Bancorp","Healthcare Link for Payers","3416224.18"
"4264070","ING Group","Cross-Currency Payment Services","1576808.28"
"1057954","HSBC Holdings","Healthcare Link for Payers","3047080.40"
"1760299","Bank of New York Mellon","Check Disbursements","1572048.04"
"1230383","Regions Financial","Commercial Cards","2757723.29"
"1409283","Bank of New York Mellon","Payments Fraud Prevention","976438.16"
"4794641","Royal Bank of Scotland","Check Disbursements","3302413.54"
"4411791","Citigroup","U.S. Dollar Clearing - Asia Direct","2484954.43"
"1949583","Bank of America ","Cross-Currency Payment Services","3259685.94"
"1495338","Bank of Montreal","Payments Fraud Prevention","1499592.08"
"3009059","Fifth Third Bancorp","Check Disbursements","3782269.09"
"2152545","Toronto-Dominion Bank","Cross-Currency Payment Services","2759991.87"
"937644","State Street Corp.","Self-Serve Inquiry and Resolution Management","4703553.81"
"2383455","Citigroup","Automated Clearing House (ACH)","766080.71"
"3598728","U.S. Bancorp","Electronic Payables","2290643.52"
"491479","Northern Trust","Check Disbursements","2574181.53"
"4892827","ING Group","Self-Serve Inquiry and Resolution Management","3520628.33"
"4965370","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","3942594.67"
"2776969","Bank of Montreal","Automated Clearing House (ACH)","1957207.60"
"1986652","SunTrust Bank","Reference Accounts","416094.65"
"1042018","Toronto-Dominion Bank","Debit Cards","2803391.89"
"1319367","PNC Financial Services Group","Reference Accounts","3231056.84"
"4263610","BB&T Corporation","Check Disbursements","4727784.56"
"2259887","ING Group","Automated Clearing House (ACH)","609642.17"
"643649","HSBC Holdings","Payments Fraud Prevention","768701.99"
"156207","Capital One Financial","Reference Accounts","1806001.16"
"1640477","Regions Financial","Self-Serve Inquiry and Resolution Management","2212220.19"
"4161645","U.S. Bancorp","Automated Clearing House (ACH)","4131948.44"
"4901235","Capital One Financial","Reference Accounts","1570267.25"
"252410","Bank of America ","Cross-Currency Payment Services","4080701.99"
"689043","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","881684.51"
"26420","SunTrust Bank","Payments Fraud Prevention","4628293.01"
"3742802","Capital One Financial","Self-Serve Inquiry and Resolution Management","4528831.12"
"1657521","Wells Fargo","Debit Cards","4629077.32"
"1609850","BB&T Corporation","Check Disbursements","4634509.35"
"3871685","Toronto-Dominion Bank","Reference Accounts","1500694.27"
"1223360","KeyCorp","Payments Fraud Prevention","4319509.69"
"481421","Bank of New York Mellon","Commercial Cards","2818173.68"
"4993650","BB&T Corporation","Payments Fraud Prevention","1820423.52"
"2961390","Toronto-Dominion Bank","Healthcare Link for Payers","4062806.82"
"1698415","Northern Trust","Order-to-Pay","3031209.89"
"521988","State Street Corp.","Check Disbursements","1759823.70"
"2162225","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","2747312.92"
"3789999","SunTrust Bank","Cross-Currency Payment Services","3518210.76"
"3243440","Northern Trust","Electronic Payables","2857948.02"
"324951","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4868993.90"
"4939543","ING Group","Healthcare Link for Payers","4020964.65"
"1531120","SunTrust Bank","Self-Serve Inquiry and Resolution Management","121312.66"
"3774097","U.S. Bancorp","Commercial Cards","1575453.58"
"652113","Regions Financial","Reference Accounts","385804.58"
"3617784","U.S. Bancorp","Automated Clearing House (ACH)","4723639.39"
"2128261","Regions Financial","Automated Clearing House (ACH)","1352391.94"
"1089825","Regions Financial","Check Disbursements","24881.18"
"2999249","Regions Financial","Reference Accounts","1890929.27"
"2025433","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","4849639.86"
"514074","Bank of Montreal","Commercial Cards","3860067.59"
"3315206","Capital One Financial","Commercial Cards","1997385.06"
"1780497","JP Morgan Chase & Co.","Healthcare Link for Payers","4546760.60"
"2304515","Toronto-Dominion Bank","Automated Clearing House (ACH)","314992.62"
"4769886","Fifth Third Bancorp","Self-Serve Inquiry and Resolution Management","1742256.53"
"4007623","ING Group","Self-Serve Inquiry and Resolution Management","3416003.24"
"3596954","Bank of America ","Commercial Cards","3528768.96"
"2999988","State Street Corp.","U.S. Dollar Clearing - Asia Direct","4186154.60"
"2010417","KeyCorp","Reference Accounts","2927395.74"
"3306682","Bank of America ","Debit Cards","4448351.01"
"1024747","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","888040.93"
"1918092","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","1227108.04"
"2300935","SunTrust Bank","Healthcare Link for Payers","1013616.57"
